entry_time,exit_time,p0,avg_entry,exit_price,pnl,pnl_pct,fills,hold_bars,max_dd_from_p0,reason
2021-01-01 00:00:00+00:00,2021-01-01 01:00:00+00:00,736.42,733.0132940728904,741.8094536017651,16.221882474074164,0.009977012000000052,2,2,0.00962765812987143,take_profit
2021-01-01 02:00:00+00:00,2021-01-02 12:00:00+00:00,748.27,737.2337763259651,746.0805816418767,61.2545939226502,0.009977011999999962,5,35,0.04541141566546837,take_profit
2021-01-02 13:00:00+00:00,2021-01-02 13:00:00+00:00,752.39,752.39,761.41868,5.027155186736422,0.009977012000000056,1,1,0.004359441247225472,take_profit
2021-01-02 14:00:00+00:00,2021-01-02 14:00:00+00:00,770.77,760.3434333223848,769.4675545222535,55.99691457877634,0.009977012000000094,4,1,0.023054867210711344,take_profit
2021-01-02 15:00:00+00:00,2021-01-02 16:00:00+00:00,760.99,760.99,770.12188,5.057597080553421,0.009977012000000118,1,2,0.00017083010289227908,take_profit
2021-01-02 17:00:00+00:00,2021-01-02 19:00:00+00:00,781.94,778.3227168835122,787.6625894861143,16.45476080686194,0.009977011999999867,2,3,0.012711972785635796,take_profit
2021-01-02 20:00:00+00:00,2021-01-02 20:00:00+00:00,784.79,773.2151433611585,782.4937250814925,62.133953499513154,0.009977012000000007,5,1,0.044177423259725485,take_profit
2021-01-02 21:00:00+00:00,2021-01-02 21:00:00+00:00,756.57,753.0700794339192,762.1069203871263,16.58224649558906,0.009977012000000144,2,1,0.007097823069907615,take_profit
2021-01-02 22:00:00+00:00,2021-01-02 23:00:00+00:00,768.94,765.3828553602679,774.5674496245911,16.60914602096932,0.009977011999999843,2,2,0.007750929851483908,take_profit
2021-01-03 00:00:00+00:00,2021-01-03 05:00:00+00:00,774.44,770.8574121585634,780.1077011044662,16.63608918244404,0.009977011999999862,2,6,0.007398894685191904,take_profit
2021-01-03 06:00:00+00:00,2021-01-03 06:00:00+00:00,786.48,786.48,795.91776,5.124180562318543,0.009977011999999978,1,1,0.0034965924117587224,take_profit
2021-01-03 07:00:00+00:00,2021-01-03 08:00:00+00:00,799.83,796.1299570874231,805.6835165724722,16.671388436285042,0.009977012000000243,2,2,0.01041471312653944,take_profit
2021-01-03 09:00:00+00:00,2021-01-03 10:00:00+00:00,817.31,817.31,827.11772,5.135053294990826,0.009977011999999955,1,2,0.005273396875114639,take_profit
2021-01-03 11:00:00+00:00,2021-01-03 12:00:00+00:00,825.69,825.69,835.59828,5.137614919408065,0.009977011999999959,1,2,0.002034661919122266,take_profit
2021-01-03 13:00:00+00:00,2021-01-03 13:00:00+00:00,831.46,831.46,841.4375200000001,5.140177821693328,0.009977012000000243,1,1,0.0,take_profit
2021-01-03 14:00:00+00:00,2021-01-03 14:00:00+00:00,874.17,866.2312273276358,876.6260020555675,34.09447475720617,0.009977011999999908,3,1,0.013578594552546994,take_profit
2021-01-03 15:00:00+00:00,2021-01-03 15:00:00+00:00,912.39,898.9331727612322,909.720370834367,63.25471359643416,0.00997701199999981,5,1,0.036026260699919994,take_profit
